Titulo,Categoria,Url,Raciones,Ingredientes,Instrucciones
Crema de Turrón y queso mascarpone,Dulces y postres,https://www.eladerezo.com/recetas/crema-de-turron.html,6,8 ingredientes: 250 ml Leche entera - 500 ml Nata líquida para montar 35% M. G. - 200 g Turrón - 1 sobre cuajada - 200 g Queso Mascarpone - 1 cucharada Azúcar glass - cacao - Piñones,Instrucciones: 1) Deshacemos en este vaso el sobre para hacer cuajada. 2) Calentar la leche y la nata añadimos el turrón troceado y damos vueltas con unas varillas para que no se nos pegue en el fondo del cazo. 3) Cuando el turrón esté desleído añadimos el preparado que habíamos disuelto en la leche. 4) Seguimos removiendo con las varillas hasta que rompa a hervir. 5) Retiramos del fuego y removemos durante un minuto más. 6) Servimos en vasos o copas. 7) Batimos el resto de nata con unas varillas hasta montarlas. 8) Añadimos el queso mascarpone y el azúcar glass. 9) Mezclamos suavemente y lo colocamos en una manga pastelera. Reservamos hasta que la crema de turrón se haya cuajado completamente. 10) Repartimos la crema de queso por encima de la crema de turrón. 11) Esparcimos un poco de cacao puro y unos cuantos frutos secos. 12) Servimos y degustamos la Crema de Turrón. 
Tarta de queso y albaricoques,Dulces y postres,https://www.eladerezo.com/recetas/tarta-de-queso-y-albaricoques.html,6,4 ingredientes: 300 g requeson - 200 ml Nata líquida para montar 35% M. G. - 120 g leche condensada - 3 huevos,Instrucciones: 1) Una vez hecho esto ponemos a precalentar el horno a 200º nos ponemos con la Tarta de queso 2) Mientras alcanza la temperatura mezclamos en un cuenco amplio los huevos con la leche condensada. 3) Añadimos la nata y el requesón. 4) Batimos todo con una batidora. 5) Cortamos una hoja de papel de horno a la medida del molde en nuestro caso uno de 18 especial para quichés. Ya sabes colocamos el molde encima del papel y con la ayuda de la punta de un cuchillo o unas tijeras cortamos el papel dejando un par de centímetros de margen entre el corte y el molde. 6) Colocamos el papel dentro del molde vertemos la mezcla de la tarta de queso e introducimos en el horno durante 30-40 minutos a 170º. 7) Comprobamos que está cuajada la tarta. Dejamos templar dentro del horno durante 15 minutos con la puerta entreabierta. 8) Sacamos la tarta y dejamos enfriar. 9) Salteamos los trozos de albaricoques y la vainilla en una sartén junto con la mantequilla durante un par de minutos. Tapamos la sartén bajamos al mínimo y dejamos hacer el conjunto durante 5 minutos con la intención de conseguir un delicioso almíbar que le va genial a la tarta de queso. 10) Retiramos la sartén del fuego y dejamos templar los albaricoques. 11) Cuando estén casi fríos será el momento de montar nuestra Tarta de queso y albaricoques. 12) Para ello desmoldamos la tarta de queso y ponemos en una fuente de presentación. Repartimos los albaricoques salteados encima reservando el almíbar en una salsera. 13) Esparcimos menta o hierbabuena fresca picada por encima de los albaricoques y servimos junto con una bola de helado de nata.¡La mezcla es explosiva! Haz la prueba. Ya nos contarás. 
Tarta de queso y chocolate negro,Dulces y postres,https://www.eladerezo.com/recetas/tarta-de-queso-y-chocolate.html,6,8 ingredientes: 600 g Queso Philadelphia - 160 ml Nata líquida para montar 35% M. G. - 5 huevos - 180 g Azúcar blanco - 200 g Chocolate de cobertura - 1 cucharada Vainilla líquida - 12 galletas - 60 g Mantequilla,"Instrucciones: 1) Colocamos la mantequilla en un vaso e introducimos en el microondas a máxima potencia durante unos segundos. 2) Volcamos sobre la galleta triturada y mezclamos hasta que se integren completamente.. 3) Vertemos esta ""masa"" en el interior de un molde desmontable que habremos engrasado con anterioridad. 4) Repartimos sobre toda la base del molde prensando hasta conseguir una superficie lisa. 5) Introducimos el molde en el congelador mientras preparamos el relleno de la tarta. 6) En un bol vertemos el queso Philadelphia los huevos el azúcar la esencia de vainilla y la nata reservando tres o cuatro cucharadas para fundir el chocolate. 7) Batimos con la batidora o unas varillas. 8) Cortamos en onzas el chocolate y colocamos en un cuenco o bol apto para microondas. Añadimos la nata que teníamos reservada y fundimos de 30 segundos en 30 segundos en el microondas removiendo para evitar que se nos queme. 9) Sacamos el molde del congelador. Vertemos poco a poco y sobre una cuchara la mezcla del queso en el interior del molde. 10) Con la ayuda de un tenedor o varillas esparcimos en forma de ""hilos"" el chocolate fundido por la superficie. 11) Introducimos el molde en el horno previamente precalentado a 200º durante 60 minutos a 170º. 12) Cuando pase el tiempo semiabrimos la puerta del horno y dejamos templar la tarta en su interior. 13) Sacamos al rato y cuando esté fría desmoldamos con la precaución de pasar un cuchillo entre el molde y la tarta para facilitar la tarea. 14) Servimos y degustamos. "
Tarta de Naranja en Pastaflora,Dulces y postres,https://www.eladerezo.com/recetas/tarta-de-naranja-en-pastaflora.html,8,8 ingredientes: 1/2 ración Pasta Flora - 100 g Almendras - 2 huevos - 100 g Azúcar glass - 60 g Mantequilla - 3 naranjas - Azúcar glass - Almendras,Instrucciones: 1) Esparcimos por encima de la masa las almendras en láminas. 2) Ponemos a calentar el horno a 190º y un cazo con agua donde una vez empiece a hervir colocaremos un bol con la siguiente mezcla: 3) Batimos los huevos y azúcar en un bol refractario con la ayuda de unas varillas. 4) Cuando tengamos una mezcla blanquecina y esponjosa añadimos la ralladura de la naranja y el zumo. 5) Colocamos el bol encima del cazo con agua hirviendo y batimos con las varillas hasta que la masa doble su volumen y espese lo suficiente como para pegarse al dorso de una cuchara. 6) Cuando consigamos este punto retiramos el bol con cuidado de no quemarnos fuera del cazo. Añadimos la mantequilla mezclamos suavemente y dejamos enfriar. 7) Cortamos la naranja entera en rodajas muy finas. Reservamos. 8) Colocamos el relleno en el molde. Alisamos y colocamos las rodajas de naranja. 9) Espolvoreamos azúcar glas sobre la naranja esparcimos la almendra en granillo entre la pasta flora y las rodajas de naranja. 10) Horneamos durante 25-30 minutos. 11) Sacamos la Tarta de Naranja del horno dejamos templar y desmoldamos. 12) Una vez fría a la mesa.....¡¡Que aproveche!! 
Tarta de chocolate blanco y fresas,Dulces y postres,https://www.eladerezo.com/recetas/tarta-de-chocolate-blanco-y-fresas.html,8,7 ingredientes: 1 tableta Chocolate blanco - 200 ml Nata líquida para montar 35% M. G. - 3 huevos - 90 g Azúcar blanco - 1/2 Pasta Flora - 400 g fresas - mermelada,Instrucciones: 1) Desleímos el chocolate blanco junto con la nata en un cazo a fuego lento. Dejamos templar. 2) Mientras separamos las claras y las yemas de los huevos en cuencos diferentes. 3) Batimos las tres yemas de huevo con el azúcar hasta conseguir una masa blanquecina y espumosa. 4) Montamos la clara con la ayuda de unas varillas y lo añadimos a lo anterior. 5) Incorporamos la mezcla de chocolate y nata poco a poco. 6) Colocamos la masa en un molde desmontable que habremos engrasado previamente. 7) Horneamos durante 30 minutos a 170º. 8) Sacamos y dejamos templar. 9) Lavamos y cortamos en láminas las fresas. 10) Repartimos por encima de la tarta. 11) Pintamos la superficie con mermelada de fresas. 12) Una vez esté fría desmoldamos y saboreamos la Tarta de chocolate blanco cuando queramos.  
Tarta de requesón de leche de oveja,Dulces y postres,https://www.eladerezo.com/recetas/tarta-de-requeson-de-leche-de-oveja.html,8,4 ingredientes: 500 g requeson - 180 g Azúcar blanco - 6 huevos - 300 ml Nata líquida para montar 35% M. G.,Instrucciones: 1) Echamos en un cuenco amplio el requesón los huevos el azúcar y la nata. 2) Trituramos muy bien con una batidora. 3) Colocamos papel de horno en un molde de 22 o 24 cm. 4) Vertemos la mezcla anterior en el molde. 5) Introducimos el molde en el horno. Bajamos la temperatura a 170º y dejamos hacer durante 60 minutos. 6) Comprobamos que la tarta de requesón está totalmente cuajada si no estuviera dejamos hacer otros cinco minutos más. 7) Dejamos enfriar en el interior del horno con la puerta entreabierta. 8) Sacamos tapamos el molde con papel film y guardamos en la nevera mínimo un par de horas antes de su consumo. 9) Desmoldamos y servimos tal cual o bien acompañada con cualquier tipo de mermelada. A vuestro gusto! 
Bizcocho de chocolate bicolor,Dulces y postres,https://www.eladerezo.com/recetas/bizcocho-de-chocolate-bicolor.html,1,5 ingredientes: 1 Yogur - 4 huevos - 3 Medidas del envase de yogur harina de trigo - 2 Medidas del envase de yogur Aceite de Girasol - 8 g levadura,Instrucciones: 1) Engrasamos un molde y vertemos la mezcla anterior. 2) Introducimos en el horno previamente precalentado a 180º durante 10 minutos. 3) En este tiempo preparamos de igual manera el bizcocho de chocolate es decir mezclando todos los ingredientes en un cuenco. 4) Sacamos el molde del horno lo justo para verter por encima la masa del bizcocho de chocolate.  5) Introducimos el molde de nuevo en el horno y dejamos hacer a 180 durante 40 minutos. 6) Dejamos templar en el horno con la puerta entreabierta. 7) Sacamos dejamos enfriar el Bizcocho de chocolate bicolor. 
Tarta de Manzana y turrón en Pasta Flora,Dulces y postres,https://www.eladerezo.com/recetas/tarta-de-manzana-y-turron.html,8,1 ingredientes: 1 base Pasta Flora,Instrucciones: 1) Estiramos la pastaflora sobre el molde. Reservamos.  2) Pelamos y cortamos en láminas finas las manzanas.  3) Salteamos con la mantequilla en una sartén.  4) Abrimos por la mitad la vaina de vainilla sacamos las semillas con la punta de un cuchillo y lo añadimos en la sartén.  5) Incorporamos el azúcar mezclamos suavemente durante un par de minutos retiramos y dejamos templar.  6) Vertemos sobre el molde repartimos bien.  7) Deshacemos con los dedos el turrón y lo esparcimos por encima de la manzana.  8) Espolvoreamos la ralladura de lima e introducimos el molde el interior del horno.  9) Horneamos durante 40 minutos a 180.  10) Sacamos dejamos enfriar la Tarta de Manzana y turrón y procedemos a devorarla..... ¡¡QUE BUENA!! 
Tarta Tatín de plátano con Crema de Avellanas,Dulces y postres,https://www.eladerezo.com/recetas/tarta-tatin-de-platano-con-crema-de-avellanas.html,8,6 ingredientes: crema de avellanas - 50 g Mantequilla - 5 plátanos - 75 ml licor de avellanas - 1 cucharada Azúcar moreno - 150 g Azúcar glass,Instrucciones: 1) Cortamos la vaina de vainilla por la mitad retiramos las semillas de su interior con la ayuda de un cuchillo pequeño y lo añadimos al cuenco. 2) Amasamos hasta conseguir una mezcla arenosa. Añadimos el huevo y las yemas de huevo y seguimos mezclando hasta conseguir una masa homogénea. 3) Formamos una bola con la masa envolvemos en papel film y guardamos media hora en la nevera cómo mínimo. 4) Pasada la media hora ponemos a precalentar el horno a 200º. 5) En lo que se calienta engrasamos un molde redondo de unos 20-22 centímetros con mantequilla. 6) Pelamos y cortamos los plátanos por la mitad a lo largo. 7) En una sartén grande derretimos la mitad de la mantequilla con el azúcar moreno. Incorporamos los plátanos. 8) Una vez estén dorados añadimos el licor de avellanas (opcional). Dejamos que se evapore el licor retiramos y reservamos. 9) Espolvoreamos el azúcar glas en el molde colocamos los plátanos con los extremos en el centro como si fuese una flor y dejando un par de centímetros entre estos y la pared del molde. 10) Mezclamos una cucharada de la Crema de Avellanas en nuestro caso de la marca La Vieja Fábrica con la mantequilla restante. 11) Repartimos por los plátanos teniendo la precaución de que no cae en el fondo del molde (podría quemarse durante la cocción). 12) Extendemos la Pastaflora sobre una superficie de trabajo ligeramente enharinada. 13) Formamos un círculo cuyo diámetro sea como mínimo un par de centímetros más grande que el molde. 14) Cubrimos bien los plátanos con la Pastaflora. 15) Introducimos el molde en el centro del horno y dejamos hacer durante media hora. 16) Sacamos dejamos reposar durante 5 minutos. 17) Desmoldamos con la pastaflora como base. 18) Echamos un par de cucharadas de Crema de Avellanas en un vaso y calentamos durante unos segundos en el microondas. 19) Sacamos y con la ayuda de una cuchara decoramos la superficie de nuestro Tatín de Plátano. 20) Servimos nuestra Tarta Tatín de plátano con Crema de Avellanas La Vieja Fábrica caliente o templada como más nos guste. 
Coulant de Turrón,Dulces y postres,https://www.eladerezo.com/recetas/coulant-de-turron.html,10 ,5 ingredientes: 4 huevos - 75 g Azúcar blanco - 75 g Mantequilla - 200 g Turrón - 80 g harina de trigo,Instrucciones: 1) Cortamos en trozos el turrón y lo añadimos en el cuenco. 2) Colocamos en un cuenco apto para microondas la mantequilla y fundimos unos segundos en el microondas. 3) Incorporamos la mantequilla con los huevos y el azúcar añadimos la harina trituramos con la batidora hasta que esté el conjunto bien integrado. 4) Cortamos papel de horno y colocamos en moldes de aluminio pequeños (flaneras de papel de aluminio). 5) Repartimos la masa por los moldes llenándolos hasta 3/4 de su capacidad. 6) Congelamos hasta que queramos degustar los Coulant de turrón. 7) Cuando sea el caso precalentamos el horno a 200º y horneamos los coulant de turrón durante 20 minutos. 8) Sacamos del horno dejamos templar un par de minutos y desmoldamos con mucho cuidado. 9) Servimos los Coulant de Turrón acompañados por ejemplo con una bola de helado. 
Elaboración de la compota de manzana,Dulces y postres,https://www.eladerezo.com/recetas/bunuelos-de-manzana.html,,10 ingredientes: 125 g harina de fuerza - 30 g Mantequilla - 40 g Azúcar blanco - 1/4 l Agua - 4 huevos - 1 limón - sal - Aceite de Girasol - Azúcar glass - 1 tarrina helado,Instrucciones: 1) Cuando empiece a hervir agregamos la harina y removemos hasta que la masa no se pegue a las paredes del cazo. 2) Retiramos y dejamos enfriar. 3) Cuando esté fría incorporamos los huevos de uno en uno y mezclamos. 4) Dejamos reposar la masa durante 2 horas para que coja consistencia. 5) Ponemos una sartén con abundante aceite a fuego suave y cuando esté muy caliente añadimos bolas de masa que haremos con la ayuda de dos cucharas pequeñas. 6) Cuando se inflen les damos la vuelta para que se doren por todos los lados. Son muy delicados atentos para que no se quemen. 7) Cuando estén hechos los colocamos sobre papel absorbente para quitar el exceso de aceite. 8) Hacemos un pequeño corte con la ayuda de unas tijeras. Con una jeringuilla o manga pastelera rellenamos con la compota de manzana. 9) Elaboración de la compota de manzana 10) Las ponemos en un cazo a fuego suave con una rama de canela y el trozo de mantequilla. 11) Cuando estén pochadas y echas puré apartamos y reservamos. 12) También se pueden hacer en el microondas en un bol y tapadas con film transparente. . <<Elaboración de la compota de manzana>> 1) Las ponemos en un cazo a fuego suave con una rama de canela y el trozo de mantequilla. 2) Cuando estén pochadas y echas puré apartamos y reservamos. 3) También se pueden hacer en el microondas en un bol y tapadas con film transparente. 
